Month,DayOfWeek,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,ArrDelay,DepDelay,Dest,Distance,Cancelled,CancellationCode,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
February,Tuesday,1510,,1659,NW,,,LGA,501,True,Carrier,,,,,
February,Wednesday,1421,,1620,NW,,,DTW,501,True,Weather,,,,,
February,Tuesday,1421,,1621,NW,,,DTW,501,True,Carrier,,,,,
February,Tuesday,1210,,1353,NW,,,LGA,501,True,Carrier,,,,,
February,Friday,1045,,1252,NW,,,DTW,501,True,Weather,,,,,
February,Wednesday,1045,,1252,NW,,,DTW,501,True,National Air System,,,,,
February,Friday,849,,1037,NW,,,LGA,501,True,National Air System,,,,,
February,Tuesday,600,,755,NW,,,DTW,501,True,Carrier,,,,,
February,Wednesday,1017,,1158,NW,,,LGA,501,True,Weather,,,,,
February,Friday,1016,,1159,NW,,,LGA,501,True,National Air System,,,,,
February,Wednesday,1120,,1411,NW,,,MSP,680,True,Carrier,,,,,
February,Friday,1300,,1633,NW,,,PHL,980,True,Weather,,,,,
February,Wednesday,900,,1007,NW,,,MSP,228,True,Weather,,,,,
February,Sunday,1902,,2023,NW,,,ORD,334,True,Carrier,,,,,
February,Tuesday,740,,822,NW,,,MSP,455,True,Weather,,,,,
February,Friday,830,,1201,NW,,,MSP,981,True,Weather,,,,,
February,Tuesday,1745,,1959,NW,,,MSP,1008,True,National Air System,,,,,
February,Thursday,2120,,2300,NW,,,ABQ,981,True,Weather,,,,,
February,Tuesday,855,,1000,NW,,,LAX,236,True,Carrier,,,,,
February,Friday,833,,1159,NW,,,LGA,963,True,National Air System,,,,,
February,Wednesday,1422,,1759,NW,,,LGA,963,True,National Air System,,,,,
February,Friday,1440,,1819,NW,,,LGA,963,True,National Air System,,,,,
February,Friday,1120,,1324,NW,,,MEM,963,True,National Air System,,,,,
February,Monday,1701,,1903,NW,,,EWR,487,True,National Air System,,,,,
February,Wednesday,1701,,1903,NW,,,EWR,487,True,National Air System,,,,,
February,Thursday,1702,,1854,NW,,,EWR,487,True,Carrier,,,,,
February,Friday,1702,,1854,NW,,,EWR,487,True,National Air System,,,,,
February,Friday,1702,,1854,NW,,,EWR,487,True,Carrier,,,,,
February,Thursday,1333,,1609,NW,,,DTW,440,True,Weather,,,,,
February,Monday,1945,,2151,NW,,,DTW,487,True,National Air System,,,,,
February,Wednesday,1945,,2151,NW,,,DTW,487,True,National Air System,,,,,
February,Thursday,1945,,2153,NW,,,DTW,487,True,Carrier,,,,,
February,Friday,1945,,2153,NW,,,DTW,487,True,National Air System,,,,,
February,Friday,1945,,2153,NW,,,DTW,487,True,Carrier,,,,,
February,Friday,1918,,2107,NW,,,EWR,487,True,National Air System,,,,,
February,Tuesday,1529,,1541,NW,,,MKE,238,True,Carrier,,,,,
February,Wednesday,1235,,1436,NW,,,DTW,487,True,National Air System,,,,,
February,Friday,1236,,1435,NW,,,DTW,487,True,Weather,,,,,
February,Wednesday,1012,,1153,NW,,,EWR,487,True,National Air System,,,,,
February,Friday,1014,,1148,NW,,,EWR,487,True,Weather,,,,,
February,Friday,1342,,1526,NW,,,EWR,487,True,Weather,,,,,
February,Tuesday,1342,,1526,NW,,,EWR,487,True,National Air System,,,,,
February,Wednesday,1342,,1526,NW,,,EWR,487,True,National Air System,,,,,
February,Sunday,1342,,1526,NW,,,EWR,487,True,Weather,,,,,
February,Friday,1018,,1235,NW,,,DTW,229,True,Weather,,,,,
February,Monday,1018,,1235,NW,,,DTW,229,True,Weather,,,,,
February,Friday,640,,816,NW,,,EWR,487,True,Weather,,,,,
February,Friday,1617,,1823,NW,,,DTW,487,True,Weather,,,,,
February,Tuesday,1617,,1823,NW,,,DTW,487,True,National Air System,,,,,
February,Wednesday,1617,,1823,NW,,,DTW,487,True,National Air System,,,,,
February,Sunday,1617,,1823,NW,,,DTW,487,True,Weather,,,,,
February,Saturday,908,,1123,NW,,,DTW,487,True,National Air System,,,,,
February,Friday,907,,1122,NW,,,DTW,487,True,Weather,,,,,
February,Friday,745,,951,NW,,,LGA,659,True,Weather,,,,,
February,Tuesday,745,,951,NW,,,LGA,659,True,Weather,,,,,
February,Friday,745,,949,NW,,,LGA,659,True,Weather,,,,,
February,Monday,1845,,2114,NW,,,IND,659,True,Weather,,,,,
February,Wednesday,1845,,2114,NW,,,IND,659,True,National Air System,,,,,
February,Thursday,1859,,2133,NW,,,IND,659,True,Weather,,,,,
February,Friday,1859,,2133,NW,,,IND,659,True,National Air System,,,,,
February,Friday,700,,732,NW,,,MSP,408,True,Carrier,,,,,
February,Thursday,1710,,2042,NW,,,PHL,980,True,Weather,,,,,
February,Friday,1733,,1938,NW,,,MSP,980,True,Weather,,,,,
February,Friday,1005,,1332,NW,,,PHL,980,True,National Air System,,,,,
February,Monday,2230,,2319,NW,,,GRR,120,True,Weather,,,,,
February,Monday,1517,,1538,NW,,,ORD,235,True,Weather,,,,,
February,Wednesday,1517,,1538,NW,,,ORD,235,True,National Air System,,,,,
February,Tuesday,1517,,1538,NW,,,ORD,235,True,National Air System,,,,,
February,Friday,1347,,1525,NW,,,MHT,609,True,Weather,,,,,
February,Friday,1614,,1821,NW,,,DTW,609,True,Weather,,,,,
February,Friday,1741,,1921,NW,,,MHT,609,True,Weather,,,,,
February,Friday,700,,1036,NW,,,JFK,1028,True,National Air System,,,,,
February,Thursday,640,,735,NW,,,MSP,528,True,Carrier,,,,,
February,Wednesday,930,,1056,NW,,,DTW,240,True,Carrier,,,,,
February,Thursday,1614,,1803,NW,,,DTW,488,True,Carrier,,,,,
February,Wednesday,2100,,2334,NW,,,DTW,528,True,Carrier,,,,,
February,Wednesday,1452,,1613,NW,,,MSP,297,True,Weather,,,,,
February,Wednesday,1205,,1324,NW,,,MSP,297,True,National Air System,,,,,
February,Wednesday,1428,,1602,NW,,,MOT,449,True,Weather,,,,,
February,Wednesday,1304,,1411,NW,,,MKE,297,True,Weather,,,,,
February,Wednesday,1636,,1757,NW,,,MSP,297,True,National Air System,,,,,
February,Tuesday,1629,,1754,NW,,,MSP,297,True,Carrier,,,,,
February,Sunday,855,,1015,NW,,,MSP,297,True,National Air System,,,,,
February,Sunday,700,,810,NW,,,MKE,297,True,National Air System,,,,,
February,Tuesday,1925,,2037,NW,,,MKE,297,True,Weather,,,,,
February,Wednesday,1925,,2037,NW,,,MKE,297,True,National Air System,,,,,
February,Friday,1745,,2022,NW,,,IND,828,True,Carrier,,,,,
February,Saturday,1950,,2125,NW,,,DFW,432,True,Weather,,,,,
February,Thursday,1730,,1846,NW,,,MEM,256,True,Weather,,,,,
February,Friday,1702,,1828,NW,,,DTW,296,True,Weather,,,,,
February,Wednesday,600,,734,NW,,,DTW,296,True,National Air System,,,,,
February,Tuesday,2131,,2246,NW,,,ROC,296,True,National Air System,,,,,
February,Friday,601,,741,NW,,,DTW,383,True,Weather,,,,,
February,Friday,700,,803,NW,,,MSP,603,True,Weather,,,,,
February,Thursday,1915,,2207,NW,,,SDF,603,True,Weather,,,,,
February,Monday,1249,,1350,NW,,,MEM,656,True,Carrier,,,,,
February,Sunday,1102,,1248,NW,,,MEM,491,True,National Air System,,,,,
February,Wednesday,601,,817,NW,,,DTW,312,True,Weather,,,,,
February,Sunday,1707,,1725,NW,,,ORD,235,True,National Air System,,,,,
February,Monday,1707,,1725,NW,,,ORD,235,True,National Air System,,,,,
February,Tuesday,1707,,1725,NW,,,ORD,235,True,National Air System,,,,,
February,Wednesday,1707,,1725,NW,,,ORD,235,True,Weather,,,,,
February,Friday,1330,,1534,NW,,,JFK,508,True,National Air System,,,,,
February,Friday,1616,,1834,NW,,,DTW,508,True,National Air System,,,,,
February,Friday,2112,,2253,NW,,,JFK,508,True,National Air System,,,,,
February,Saturday,900,,1114,NW,,,DTW,508,True,National Air System,,,,,
February,Tuesday,1924,,2028,NW,,,MSN,228,True,Weather,,,,,
February,Wednesday,1507,,1620,NW,,,MSP,228,True,National Air System,,,,,
February,Wednesday,650,,759,NW,,,MSP,228,True,Weather,,,,,
February,Tuesday,2225,,2319,NW,,,MSN,228,True,Weather,,,,,
February,Wednesday,1320,,1424,NW,,,MSN,228,True,National Air System,,,,,
February,Friday,1100,,1247,NW,,,MEM,491,True,National Air System,,,,,
February,Monday,1420,,1608,NW,,,ORD,491,True,Weather,,,,,
February,Wednesday,1420,,1608,NW,,,ORD,491,True,National Air System,,,,,
February,Tuesday,1420,,1608,NW,,,ORD,491,True,National Air System,,,,,
February,Monday,1853,,2039,NW,,,ORD,491,True,Weather,,,,,
February,Tuesday,1853,,2039,NW,,,ORD,491,True,Weather,,,,,
February,Monday,1659,,1847,NW,,,MEM,491,True,Weather,,,,,
February,Tuesday,1659,,1847,NW,,,MEM,491,True,Weather,,,,,
February,Monday,1657,,1850,NW,,,MEM,491,True,Weather,,,,,
February,Wednesday,1657,,1850,NW,,,MEM,491,True,National Air System,,,,,
February,Tuesday,1657,,1850,NW,,,MEM,491,True,National Air System,,,,,
February,Friday,830,,1020,NW,,,ORD,491,True,National Air System,,,,,
February,Wednesday,635,,829,NW,,,MEM,556,True,Weather,,,,,
February,Wednesday,1426,,1610,NW,,,MKE,556,True,Weather,,,,,
February,Wednesday,1655,,1850,NW,,,MEM,556,True,Weather,,,,,
February,Monday,1335,,1552,NW,,,DTW,229,True,Weather,,,,,
February,Tuesday,907,,1116,NW,,,DTW,609,True,Weather,,,,,
February,Monday,1723,,1837,NW,,,IND,231,True,Weather,,,,,
February,Friday,640,,753,NW,,,DTW,231,True,Weather,,,,,
February,Wednesday,640,,753,NW,,,DTW,231,True,Carrier,,,,,
February,Tuesday,640,,753,NW,,,DTW,231,True,Weather,,,,,
February,Tuesday,646,,804,NW,,,DTW,240,True,Carrier,,,,,
February,Wednesday,646,,804,NW,,,DTW,240,True,Carrier,,,,,
February,Saturday,657,,809,NW,,,MSP,282,True,Carrier,,,,,
February,Saturday,710,,829,NW,,,OMA,282,True,Carrier,,,,,
February,Wednesday,1644,,1815,NW,,,MSP,449,True,Weather,,,,,
February,Wednesday,1617,,1833,NW,,,DTW,508,True,National Air System,,,,,
February,Friday,1300,,1626,NW,,,BWI,936,True,Carrier,,,,,
February,Tuesday,800,,1006,NW,,,MSP,1008,True,Weather,,,,,
February,Wednesday,1032,,1408,NW,,,EWR,1008,True,National Air System,,,,,
February,Friday,1049,,1430,NW,,,EWR,1008,True,National Air System,,,,,
February,Thursday,1125,,1322,NW,,,MSP,1008,True,Carrier,,,,,
February,Wednesday,1125,,1322,NW,,,MSP,1008,True,Carrier,,,,,
February,Monday,1555,,1939,NW,,,EWR,1008,True,National Air System,,,,,
February,Wednesday,1314,,1520,NW,,,MSP,1008,True,National Air System,,,,,
February,Friday,1314,,1514,NW,,,MSP,1008,True,National Air System,,,,,
February,Monday,1731,,1948,NW,,,MSP,1008,True,Carrier,,,,,
February,Saturday,620,,824,NW,,,MSP,1008,True,Weather,,,,,
February,Wednesday,620,,824,NW,,,MSP,1008,True,National Air System,,,,,
February,Thursday,705,,1034,NW,,,EWR,1008,True,Carrier,,,,,
February,Wednesday,705,,1034,NW,,,EWR,1008,True,Carrier,,,,,
February,Friday,1335,,1440,NW,,,BUF,240,True,Weather,,,,,
February,Tuesday,1335,,1440,NW,,,BUF,240,True,Weather,,,,,
February,Friday,907,,1025,NW,,,IND,231,True,Weather,,,,,
February,Friday,645,,812,NW,,,BWI,408,True,Weather,,,,,
February,Friday,912,,1052,NW,,,DTW,408,True,Weather,,,,,
February,Sunday,1204,,1253,NW,,,AZO,113,True,Weather,,,,,
February,Thursday,823,,918,NW,,,DTW,56,True,National Air System,,,,,
February,Thursday,1609,,1820,NW,,,DTW,548,True,Carrier,,,,,
February,Sunday,1909,,1930,NW,,,ORD,235,True,Weather,,,,,
February,Monday,1909,,1930,NW,,,ORD,235,True,Weather,,,,,
February,Wednesday,1909,,1930,NW,,,ORD,235,True,National Air System,,,,,
February,Thursday,1341,,1519,NW,,,BDL,548,True,Carrier,,,,,
February,Thursday,1345,,1640,NW,,,DTW,610,True,Carrier,,,,,
February,Thursday,845,,1016,NW,,,LAS,1750,True,Carrier,,,,,
February,Thursday,1117,,1815,NW,,,DTW,1750,True,Carrier,,,,,
February,Friday,650,,918,NW,,,MSP,490,True,Weather,,,,,
February,Tuesday,1850,,2002,NW,,,MSP,622,True,Weather,,,,,
February,Thursday,2110,,2146,NW,,,RAP,490,True,Weather,,,,,
February,Tuesday,1932,,2003,NW,,,MSN,312,True,Weather,,,,,
February,Thursday,2220,,2301,NW,,,RST,76,True,National Air System,,,,,
February,Wednesday,1333,,1551,NW,,,DTW,312,True,Weather,,,,,
February,Wednesday,906,,1017,NW,,,DEN,1123,True,Carrier,,,,,
February,Tuesday,1614,,1832,NW,,,DTW,632,True,Carrier,,,,,
February,Monday,859,,1040,NW,,,MSP,334,True,Carrier,,,,,
February,Wednesday,600,,816,NW,,,DTW,235,True,National Air System,,,,,
February,Tuesday,600,,817,NW,,,DTW,235,True,Weather,,,,,
February,Friday,902,,925,NW,,,ORD,235,True,Weather,,,,,
February,Thursday,2229,,2329,NW,,,GRB,252,True,National Air System,,,,,
February,Wednesday,700,,928,NW,,,DTW,235,True,Weather,,,,,
February,Friday,1202,,1220,NW,,,ORD,235,True,Weather,,,,,
February,Sunday,1513,,1530,NW,,,ORD,235,True,National Air System,,,,,
February,Monday,1513,,1530,NW,,,ORD,235,True,National Air System,,,,,
February,Tuesday,1513,,1530,NW,,,ORD,235,True,National Air System,,,,,
February,Sunday,1330,,1435,NW,,,TVC,207,True,Weather,,,,,
February,Friday,1010,,1232,NW,,,DTW,235,True,Weather,,,,,
February,Friday,1328,,1345,NW,,,ORD,235,True,National Air System,,,,,
February,Monday,1328,,1345,NW,,,ORD,235,True,Weather,,,,,
February,Wednesday,1328,,1345,NW,,,ORD,235,True,National Air System,,,,,
February,Monday,1332,,1352,NW,,,ORD,235,True,National Air System,,,,,
February,Sunday,1210,,1430,NW,,,DTW,235,True,Carrier,,,,,
February,Thursday,2139,,2235,NW,,,CMH,155,True,Weather,,,,,
February,Tuesday,2228,,2240,NW,,,ORD,235,True,Weather,,,,,
February,Monday,1619,,1840,NW,,,DTW,235,True,Weather,,,,,
February,Wednesday,1619,,1840,NW,,,DTW,235,True,National Air System,,,,,
February,Friday,1619,,1840,NW,,,DTW,235,True,National Air System,,,,,
February,Tuesday,1619,,1840,NW,,,DTW,235,True,National Air System,,,,,
February,Sunday,1610,,1829,NW,,,DTW,235,True,National Air System,,,,,
February,Monday,1610,,1829,NW,,,DTW,235,True,National Air System,,,,,
February,Tuesday,1610,,1829,NW,,,DTW,235,True,National Air System,,,,,
February,Sunday,632,,801,NW,,,MEM,432,True,Weather,,,,,
February,Friday,851,,1220,NW,,,EWR,946,True,National Air System,,,,,
February,Thursday,1706,,2032,NW,,,IAD,908,True,Weather,,,,,
February,Sunday,1832,,2021,NW,,,MSP,936,True,Carrier,,,,,
February,Monday,1255,,1641,NW,,,EWR,1008,True,Carrier,,,,,
February,Friday,513,,600,NW,,,MSP,76,True,National Air System,,,,,
February,Friday,635,,820,NW,,,MSP,931,True,Weather,,,,,
February,Friday,715,,807,NW,,,MSP,503,True,Weather,,,,,
February,Wednesday,715,,807,NW,,,MSP,503,True,Weather,,,,,
February,Tuesday,715,,807,NW,,,MSP,503,True,Weather,,,,,
February,Friday,620,,758,NW,,,MSP,349,True,National Air System,,,,,
February,Monday,620,,758,NW,,,MSP,349,True,Weather,,,,,
February,Tuesday,620,,758,NW,,,MSP,349,True,Weather,,,,,
February,Wednesday,620,,758,NW,,,MSP,349,True,Weather,,,,,
February,Monday,1620,,1757,NW,,,MSP,349,True,Weather,,,,,
February,Wednesday,1620,,1757,NW,,,MSP,349,True,Weather,,,,,
February,Monday,1740,,1919,NW,,,MSP,349,True,Weather,,,,,
February,Wednesday,1740,,1919,NW,,,MSP,349,True,Weather,,,,,
February,Monday,1447,,1620,NW,,,MSP,349,True,Weather,,,,,
February,Wednesday,1447,,1620,NW,,,MSP,349,True,Weather,,,,,
February,Thursday,2133,,2256,NW,,,IAD,383,True,Weather,,,,,
February,Friday,1727,,1851,NW,,,IAD,383,True,Carrier,,,,,
February,Saturday,601,,740,NW,,,DTW,383,True,Carrier,,,,,
February,Sunday,1927,,1943,NW,,,MDW,229,True,Weather,,,,,
February,Tuesday,1927,,1943,NW,,,MDW,229,True,Weather,,,,,
February,Wednesday,1927,,1943,NW,,,MDW,229,True,Weather,,,,,
February,Friday,706,,921,NW,,,DTW,229,True,Carrier,,,,,
February,Monday,706,,921,NW,,,DTW,229,True,Weather,,,,,
February,Wednesday,706,,921,NW,,,DTW,229,True,Weather,,,,,
February,Thursday,706,,921,NW,,,DTW,229,True,Weather,,,,,
February,Wednesday,710,,926,NW,,,DTW,229,True,Weather,,,,,
February,Tuesday,1010,,1225,NW,,,DTW,229,True,Carrier,,,,,
February,Tuesday,908,,923,NW,,,MDW,229,True,Carrier,,,,,
February,Wednesday,908,,923,NW,,,MDW,229,True,Weather,,,,,
February,Monday,1417,,1606,NW,,,ORD,491,True,Weather,,,,,
February,Tuesday,1417,,1606,NW,,,ORD,491,True,Weather,,,,,
February,Sunday,840,,1023,NW,,,MKE,556,True,National Air System,,,,,
February,Sunday,840,,1023,NW,,,MKE,556,True,Carrier,,,,,
February,Wednesday,1115,,1236,NW,,,MSP,449,True,Weather,,,,,
February,Thursday,825,,1016,NW,,,MSP,906,True,Carrier,,,,,
February,Wednesday,1920,,2009,NW,,,FNT,56,True,National Air System,,,,,
February,Sunday,1620,,1829,NW,,,DTW,614,True,Carrier,,,,,
February,Friday,1510,,1622,NW,,,ROC,296,True,Weather,,,,,
February,Monday,1216,,1230,NW,,,MDW,229,True,Weather,,,,,
February,Thursday,900,,1104,NW,,,DTW,529,True,Carrier,,,,,
February,Wednesday,1718,,1859,NW,,,ORF,529,True,Carrier,,,,,
February,Sunday,1515,,1627,NW,,,DTW,207,True,Weather,,,,,
February,Thursday,1349,,1525,NW,,,MSP,449,True,Carrier,,,,,
February,Thursday,1349,,1525,NW,,,MSP,449,True,Weather,,,,,
February,Thursday,1120,,1250,NW,,,STL,449,True,Weather,,,,,
February,Friday,620,,754,NW,,,MSP,449,True,Weather,,,,,
February,Thursday,2130,,2259,NW,,,STL,449,True,Weather,,,,,
February,Thursday,1510,,1642,NW,,,STL,449,True,Weather,,,,,
February,Tuesday,710,,752,NW,,,MSP,426,True,Weather,,,,,
February,Thursday,710,,752,NW,,,MSP,426,True,National Air System,,,,,
February,Sunday,710,,752,NW,,,MSP,426,True,National Air System,,,,,
February,Wednesday,900,,1035,NW,,,MOT,449,True,Weather,,,,,
February,Thursday,711,,920,NW,,,MEM,700,True,Carrier,,,,,
February,Tuesday,1905,,2003,NW,,,DTW,95,True,National Air System,,,,,
February,Thursday,1620,,1751,NW,,,DTW,374,True,Carrier,,,,,
February,Monday,1519,,1645,NW,,,MDW,349,True,Weather,,,,,
February,Wednesday,1519,,1645,NW,,,MDW,349,True,Weather,,,,,
February,Friday,645,,751,NW,,,MSP,627,True,Weather,,,,,
February,Thursday,1905,,2203,NW,,,CMH,627,True,Weather,,,,,
February,Wednesday,1213,,1234,NW,,,MSN,312,True,Weather,,,,,
February,Wednesday,1856,,1941,NW,,,DTW,56,True,Weather,,,,,
February,Friday,1332,,1553,NW,,,DTW,235,True,Weather,,,,,
February,Tuesday,1616,,1809,NW,,,DTW,488,True,Weather,,,,,
February,Tuesday,2134,,2303,NW,,,ALB,488,True,Weather,,,,,
February,Monday,1240,,1403,NW,,,MDW,349,True,Weather,,,,,
February,Wednesday,1240,,1403,NW,,,MDW,349,True,Weather,,,,,
February,Thursday,800,,1005,NW,,,MSP,1008,True,Weather,,,,,
February,Tuesday,800,,1005,NW,,,MSP,1008,True,National Air System,,,,,
February,Thursday,1401,,1519,NW,,,SYR,374,True,Carrier,,,,,
February,Friday,906,,925,NW,,,MDW,229,True,Weather,,,,,
February,Monday,906,,925,NW,,,MDW,229,True,Weather,,,,,
February,Thursday,616,,759,NW,,,DTW,374,True,Carrier,,,,,
February,Monday,1658,,1951,NW,,,DTW,528,True,National Air System,,,,,
February,Thursday,1445,,1539,NW,,,LIT,129,True,Carrier,,,,,
February,Thursday,1200,,1349,NW,,,MEM,625,True,Carrier,,,,,
February,Thursday,1527,,1613,NW,,,STL,440,True,Weather,,,,,
February,Sunday,1806,,2025,NW,,,DTW,235,True,National Air System,,,,,
February,Monday,1806,,2025,NW,,,DTW,235,True,National Air System,,,,,
February,Tuesday,1806,,2025,NW,,,DTW,235,True,National Air System,,,,,
February,Wednesday,1806,,2025,NW,,,DTW,235,True,Weather,,,,,
February,Thursday,820,,913,NW,,,DTW,98,True,Weather,,,,,
February,Friday,645,,757,NW,,,DTW,231,True,Weather,,,,,
February,Saturday,645,,757,NW,,,DTW,231,True,Carrier,,,,,
February,Wednesday,707,,922,NW,,,DTW,238,True,Weather,,,,,
February,Thursday,707,,922,NW,,,DTW,238,True,National Air System,,,,,
February,Wednesday,1159,,1338,NW,,,LGA,501,True,Weather,,,,,
February,Friday,1603,,1805,NW,,,DTW,487,True,National Air System,,,,,
February,Wednesday,1550,,1938,NW,,,DTW,1076,True,Carrier,,,,,
February,Wednesday,600,,807,NW,,,DTW,238,True,Weather,,,,,
February,Thursday,600,,807,NW,,,DTW,238,True,National Air System,,,,,
February,Friday,1241,,1438,NW,,,DTW,501,True,National Air System,,,,,
February,Wednesday,1349,,1531,NW,,,JFK,508,True,National Air System,,,,,
February,Thursday,926,,1112,NW,,,DTW,405,True,Carrier,,,,,
February,Friday,926,,1112,NW,,,DTW,405,True,Weather,,,,,
February,Wednesday,1218,,1430,NW,,,IAH,1076,True,Carrier,,,,,
February,Saturday,1400,,1709,NW,,,MSP,788,True,Weather,,,,,
February,Friday,1130,,1254,NW,,,MEM,762,True,National Air System,,,,,
February,Monday,1845,,2138,NW,,,DCA,762,True,Carrier,,,,,
February,Tuesday,659,,825,NW,,,MEM,762,True,Carrier,,,,,
February,Thursday,1930,,2016,NW,,,STL,440,True,National Air System,,,,,
February,Thursday,1207,,1250,NW,,,STL,440,True,Weather,,,,,
February,Thursday,1700,,1937,NW,,,DTW,440,True,Weather,,,,,
February,Thursday,811,,912,NW,,,DTW,155,True,Carrier,,,,,
February,Friday,811,,912,NW,,,DTW,155,True,Weather,,,,,
February,Friday,718,,1036,NW,,,DCA,931,True,National Air System,,,,,
February,Friday,1202,,1345,NW,,,MSP,931,True,Carrier,,,,,
February,Thursday,1700,,2016,NW,,,DCA,931,True,Weather,,,,,
February,Monday,1712,,1807,NW,,,DTW,120,True,Carrier,,,,,
February,Tuesday,1948,,2043,NW,,,BNA,200,True,Carrier,,,,,
February,Tuesday,1909,,1921,NW,,,MKE,238,True,Weather,,,,,
February,Sunday,600,,810,NW,,,DTW,238,True,Weather,,,,,
February,Wednesday,1219,,1228,NW,,,MKE,238,True,National Air System,,,,,
February,Friday,1220,,1230,NW,,,MKE,238,True,Carrier,,,,,
February,Wednesday,1341,,1553,NW,,,DTW,238,True,National Air System,,,,,
February,Friday,1343,,1554,NW,,,DTW,238,True,Carrier,,,,,
February,Wednesday,1532,,1547,NW,,,MKE,238,True,National Air System,,,,,
February,Friday,619,,809,NW,,,MSP,908,True,Weather,,,,,
February,Friday,1222,,1440,NW,,,DTW,508,True,Weather,,,,,
February,Friday,640,,747,NW,,,MSP,252,True,National Air System,,,,,
February,Monday,1845,,1943,NW,,,MSP,197,True,Carrier,,,,,
February,Wednesday,615,,721,NW,,,MEM,200,True,Carrier,,,,,
February,Thursday,650,,759,NW,,,MEM,211,True,Carrier,,,,,
February,Tuesday,1708,,1804,NW,,,CLE,95,True,Weather,,,,,
February,Friday,1001,,1142,NW,,,JFK,508,True,Weather,,,,,
February,Sunday,1334,,1432,NW,,,DTW,113,True,Weather,,,,,
February,Thursday,1531,,1627,NW,,,CMH,155,True,Carrier,,,,,
February,Monday,2232,,2317,NW,,,LAN,74,True,Weather,,,,,
February,Monday,2232,,2240,NW,,,ORD,235,True,Weather,,,,,
February,Tuesday,1946,,2141,NW,,,DTW,453,True,National Air System,,,,,
February,Thursday,1946,,2142,NW,,,DTW,453,True,Carrier,,,,,
February,Thursday,1916,,2051,NW,,,PHL,453,True,Carrier,,,,,
February,Friday,1805,,2012,NW,,,DTW,453,True,Weather,,,,,
February,Friday,1803,,2008,NW,,,DTW,453,True,Carrier,,,,,
February,Friday,649,,830,NW,,,PHL,453,True,Weather,,,,,
February,Saturday,1223,,1311,NW,,,GRR,120,True,Carrier,,,,,
February,Friday,921,,1118,NW,,,DTW,453,True,Weather,,,,,
February,Friday,1525,,1715,NW,,,PHL,453,True,Weather,,,,,
February,Friday,1522,,1704,NW,,,PHL,453,True,Carrier,,,,,
February,Friday,1210,,1430,NW,,,DTW,235,True,National Air System,,,,,
February,Monday,1210,,1430,NW,,,DTW,235,True,Weather,,,,,
February,Wednesday,1210,,1430,NW,,,DTW,235,True,National Air System,,,,,
February,Tuesday,1210,,1430,NW,,,DTW,235,True,National Air System,,,,,
February,Tuesday,1616,,1814,NW,,,DTW,453,True,National Air System,,,,,
February,Wednesday,1616,,1814,NW,,,DTW,453,True,National Air System,,,,,
February,Friday,1616,,1817,NW,,,DTW,453,True,National Air System,,,,,
February,Tuesday,1347,,1527,NW,,,PHL,453,True,National Air System,,,,,
February,Wednesday,1347,,1527,NW,,,PHL,453,True,National Air System,,,,,
February,Friday,1344,,1521,NW,,,PHL,453,True,National Air System,,,,,
February,Wednesday,1531,,1621,NW,,,GRR,120,True,Weather,,,,,
February,Tuesday,1712,,1859,NW,,,PHL,453,True,National Air System,,,,,
February,Thursday,1707,,1857,NW,,,PHL,453,True,Carrier,,,,,
February,Wednesday,1334,,1555,NW,,,DTW,235,True,National Air System,,,,,
February,Friday,615,,805,NW,,,DTW,453,True,Weather,,,,,
February,Friday,722,,921,NW,,,DTW,453,True,Carrier,,,,,
February,Wednesday,712,,931,NW,,,DTW,312,True,Weather,,,,,
February,Friday,640,,917,NW,,,DTW,440,True,National Air System,,,,,
February,Friday,1420,,1652,NW,,,MCO,1023,True,Carrier,,,,,
February,Sunday,1835,,1952,9E,,,HOU,696,True,Carrier,,,,,
February,Friday,720,,1017,9E,,,ATL,696,True,Carrier,,,,,
February,Monday,600,,900,9E,,,ATL,696,True,Carrier,,,,,
February,Sunday,1630,,1755,9E,,,IAH,689,True,Carrier,,,,,
February,Sunday,1825,,2130,9E,,,ATL,689,True,Carrier,,,,,
February,Monday,715,,936,9E,,,ATL,332,True,Carrier,,,,,
February,Sunday,2007,,2039,9E,,,MEM,332,True,Carrier,,,,,
February,Wednesday,505,,610,9E,,,MSP,221,True,Weather,,,,,
February,Monday,500,,609,9E,,,MSP,221,True,Weather,,,,,
February,Tuesday,2215,,2325,9E,,,CID,221,True,Weather,,,,,
February,Monday,1700,,1810,9E,,,CID,221,True,Carrier,,,,,
February,Sunday,1700,,1805,9E,,,CID,221,True,Weather,,,,,
February,Monday,1840,,1953,9E,,,MSP,221,True,Carrier,,,,,
February,Tuesday,705,,931,9E,,,MSP,1045,True,Carrier,,,,,
February,Thursday,800,,1024,9E,,,MSP,1045,True,Carrier,,,,,
February,Sunday,1835,,1953,9E,,,MSP,221,True,Weather,,,,,
February,Tuesday,1805,,1927,9E,,,MSP,228,True,Carrier,,,,,
February,Wednesday,1805,,1927,9E,,,MSP,228,True,National Air System,,,,,
February,Wednesday,2110,,2258,9E,,,IDA,939,True,Carrier,,,,,
February,Friday,2103,,2259,9E,,,IDA,939,True,Weather,,,,,
February,Thursday,805,,1146,9E,,,MSP,939,True,Carrier,,,,,
February,Saturday,805,,1149,9E,,,MSP,939,True,Weather,,,,,
